Comparison (group1/group2),PTM.ModificationTitle,rows_total,rows_candidate,candidate_frac,median_abs_log2,median_p,median_ratios
P3C4 / LPS+Nigericin,Carboxymethyl,508,34,0.06692913385826772,0.9416105407862472,0.27814221667144,6.0
Unstim / LPS+Nigericin,Carboxy,589,34,0.057724957555178265,0.7799683238944879,0.3861479752654697,6.0
LPS / LPS+Nigericin,Carboxy,605,34,0.05619834710743802,0.7661613219712556,0.3744883469300744,6.0
Unstim / LPS,Nitrosyl,643,34,0.05287713841368585,0.8049636332963154,0.3390842468790822,6.0
LPS / LPS+Nigericin,Hydroxymethyl,742,34,0.04582210242587601,0.746444909829062,0.3548679207897399,6.0
Unstim / LPS+Nigericin,Dioxidation (MW),783,34,0.04342273307790549,0.746536939642321,0.3438724271797577,6.0
Unstim / LPS,Carbamylation (KR),911,34,0.03732162458836443,0.8185207984871192,0.4049336847132433,6.0
LPS+Nigericin / Nigericin,Cation:Na (DE),1123,34,0.030276046304541407,0.8013264444317985,0.432793551701528,6.0
P3C4+Nigericin / LPS,HexNAc (ST),423,33,0.07801418439716312,0.9048563686327732,0.3082803646693232,6.0
P3C4 / LPS,Hydroxymethyl,640,33,0.0515625,0.6947328582474634,0.3899215440860951,6.0
Unstim / LPS,Dimethyl (KR),942,33,0.03503184713375796,0.8317198925145219,0.3852104192477309,6.0
P3C4+Nigericin / LPS+Nigericin,Cation:Mg[II],1116,33,0.02956989247311828,0.7793099314825402,0.4218089992655383,6.0
LPS+Nigericin / Nigericin,Methyl (E),1403,33,0.023521026372059873,0.7444614664785463,0.4252273781644762,6.0
P3C4 / LPS+Nigericin,Oxidation (W),325,32,0.09846153846153846,0.7926640518589105,0.2468595543007201,6.0
LPS / LPS+Nigericin,Carboxymethyl,537,32,0.0595903165735568,0.7748435627712206,0.3367461318175939,6.0
Unstim / P3C4,Hydroxymethyl,643,32,0.049766718506998445,0.7802059256888099,0.3998850467172091,6.0
LPS+Nigericin / Nigericin,Dioxidation (MW),647,32,0.04945904173106646,0.7269730049898578,0.4171943325595135,6.0
Unstim / P3C4,Methyl (KR),686,32,0.04664723032069971,0.7615331140152449,0.38931614300027984,6.0
Unstim / LPS,Formyl,789,32,0.04055766793409379,0.8261234639849429,0.4124302516478225,6.0
Unstim / LPS+Nigericin,Methyl (KR),779,31,0.03979460847240052,0.8995489203783914,0.3400712857511784,6.0
Unstim / P3C4,Dimethyl (KR),919,31,0.03373231773667029,0.7799463820966481,0.4012148418021055,6.0
P3C4+Nigericin / LPS,Hex (K),357,30,0.08403361344537816,1.1055619275491653,0.362931071963587,6.0
P3C4 / LPS+Nigericin,Carboxy,553,30,0.054249547920433995,0.8683712721487084,0.3655129470430099,6.0
Unstim / LPS+Nigericin,Propionamide,668,30,0.04491017964071856,0.9723875083581219,0.37550028938551844,6.0
P3C4+Nigericin / Nigericin,Nitrosyl,681,30,0.04405286343612335,0.7265876361991694,0.3382920180104163,6.0
LPS / LPS+Nigericin,Dioxidation (MW),814,30,0.036855036855036855,0.7258545153266234,0.3322073508088577,6.0
P3C4+Nigericin / LPS+Nigericin,Cation:Na (DE),1254,30,0.023923444976076555,0.7639130382233887,0.4219480980730945,6.0
LPS+Nigericin / Nigericin,Oxidation (P),1486,30,0.020188425302826378,0.6365358910895166,0.4483429824361721,6.0
Unstim / P3C4+Nigericin,Acetyl (K),379,29,0.07651715039577836,1.1215856632494878,0.3491006009101227,6.0
P3C4 / LPS+Nigericin,Trioxidation (C),449,29,0.0645879732739421,0.8057798408380303,0.2909588565621096,6.0
P3C4 / LPS,Dioxidation (MW),655,29,0.044274809160305344,0.624219504080957,0.3352583172535435,6.0
LPS / LPS+Nigericin,Nitrosyl,698,29,0.04154727793696275,0.773542311399924,0.333175077483447,6.0
Unstim / LPS+Nigericin,Trioxidation (C),446,28,0.06278026905829596,0.809380881364554,0.3378073112131347,6.0
Unstim / P3C4+Nigericin,GlyGly (K),509,28,0.0550098231827112,1.3510620771473036,0.3851754518076637,6.0
P3C4+Nigericin / Nigericin,Hydroxymethyl,691,28,0.04052098408104197,0.6820889231667109,0.3532308153865785,6.0
P3C4 / LPS,Sulfo (STY),892,28,0.03139013452914798,0.6753482893507838,0.3911945337028975,6.0
Unstim / LPS+Nigericin,Phospho (STY),485,27,0.05567010309278351,0.9439684935748052,0.3714361556037666,6.0
P3C4 / LPS+Nigericin,Crotonyl,451,26,0.057649667405764965,0.9903686480842137,0.3731212014951252,6.0
Unstim / P3C4,Carboxymethyl,463,26,0.056155507559395246,0.7214218173799757,0.4073688320446162,6.0
P3C4 / LPS+Nigericin,Propionamide,622,26,0.04180064308681672,0.857476525302517,0.36526567201065807,6.0
Unstim / LPS,Hydroxymethyl,661,26,0.039334341906202726,0.7504204903041687,0.3867712486839533,6.0
P3C4+Nigericin / Nigericin,Methyl (KR),710,26,0.036619718309859155,0.6939856629124652,0.3417646578881448,6.0
P3C4+Nigericin / LPS,Acetyl (K),356,25,0.0702247191011236,1.0636810123744918,0.36817934116992,6.0
Unstim / P3C4,Phospho (STY),434,25,0.0576036866359447,0.7797632679210733,0.4070117733514886,6.0
Unstim / LPS+Nigericin,Crotonyl,467,25,0.05353319057815846,0.974899606712512,0.4174999409169942,6.0
P3C4 / LPS+Nigericin,GlyGly (K),452,24,0.05309734513274336,1.1365018825596631,0.41758213826347834,6.0
P3C4+Nigericin / Nigericin,Carboxy,508,24,0.047244094488188976,0.7748821425626964,0.3773842915667258,6.0
Unstim / LPS,Trimethyl (K),620,24,0.03870967741935484,1.0727420216872332,0.4217542387442262,6.0
LPS / Nigericin,Phosphoadenosine,192,23,0.11979166666666667,0.870660255017935,0.34654998744134724,6.0
Unstim / LPS,Trioxidation (C),387,23,0.059431524547803614,0.7344069967585913,0.3449302648416293,6.0
P3C4 / LPS,Phospho (STY),407,23,0.056511056511056514,0.7844941936885897,0.3723059910277101,6.0
LPS / LPS+Nigericin,Trioxidation (C),437,23,0.05263157894736842,0.7262920243581827,0.3453286500945663,6.0
P3C4 / LPS+Nigericin,Phospho (STY),479,23,0.04801670146137787,0.9314363912968232,0.3387692259984497,6.0
P3C4 / LPS,Propionamide,548,23,0.041970802919708027,0.8325667251878835,0.41593655870092483,6.0
Unstim / LPS+Nigericin,Acetyl (K),342,22,0.06432748538011696,1.0346914299308798,0.3799390065181869,6.0
Unstim / LPS+Nigericin,Myristoyl,413,22,0.053268765133171914,0.8927710693350935,0.4011183850293764,6.0
P3C4 / LPS,Carboxymethyl,439,22,0.05011389521640091,0.7582979845346198,0.3767810964066663,6.0
Unstim / P3C4,Propionamide,560,22,0.039285714285714285,0.9524868887186054,0.4218623326266965,6.0
LPS / LPS+Nigericin,Propionamide,624,22,0.035256410256410256,0.8874410582734404,0.37184856018423373,6.0
P3C4 / LPS+Nigericin,Trimethyl (K),689,22,0.03193033381712627,1.047646483419743,0.4009429546127917,6.0
Unstim / LPS,Methyl (KR),720,22,0.030555555555555555,0.7778161877538343,0.3567139870485456,6.0
P3C4+Nigericin / LPS+Nigericin,Formyl,763,22,0.028833551769331587,0.7785474239667444,0.4229693262974596,6.0
LPS+Nigericin / Nigericin,Dimethyl (KR),897,22,0.024526198439241916,0.869775102949128,0.4256352292789341,6.0
Unstim / LPS,Phospho (STY),444,21,0.0472972972972973,0.7912080281531272,0.4144029738089723,6.0
Unstim / LPS+Nigericin,GlyGly (K),474,21,0.04430379746835443,1.074449815344575,0.4176323923492008,6.0
P3C4+Nigericin / Nigericin,Propionamide,608,21,0.03453947368421053,0.8985832757683223,0.3952096857301227,6.0
P3C4+Nigericin / LPS+Nigericin,Hydroxymethyl,677,21,0.0310192023633678,0.7682960052754623,0.422696865985858,6.0
P3C4+Nigericin / LPS+Nigericin,Carbamylation (KR),1031,21,0.020368574199806012,0.7983926726147939,0.4227382116858349,6.0
Unstim / P3C4+Nigericin,Hex (K),347,20,0.05763688760806916,1.2933448284423674,0.410440754181237,6.0
P3C4 / LPS+Nigericin,Myristoyl,386,20,0.05181347150259067,0.9811263871255704,0.40731697938216593,6.0
LPS / LPS+Nigericin,Trimethyl (K),727,20,0.027510316368638238,0.8719284611068019,0.409903747969339,6.0
LPS+Nigericin / Nigericin,Sulfo (STY),846,20,0.02364066193853428,0.8097005557809149,0.42515889132500173,6.0
LPS+Nigericin / Nigericin,Cation:Mg[II],925,20,0.021621621621621623,0.7659870357494196,0.4274717027116039,6.0
P3C4 / Nigericin,Phosphoadenosine,162,19,0.11728395061728394,0.8590685643042575,0.34064630305357013,6.0
P3C4+Nigericin / Nigericin,Crotonyl,424,19,0.04481132075471698,0.8727682835155438,0.3974759399069434,6.0
P3C4+Nigericin / Nigericin,GlyGly (K),437,19,0.043478260869565216,1.1585059692278266,0.412096027147417,6.0
P3C4+Nigericin / LPS+Nigericin,Carboxy,521,19,0.036468330134357005,0.8430507025576203,0.4230812710351732,6.0
P3C4+Nigericin / LPS+Nigericin,Nitrosyl,639,19,0.0297339593114241,0.737434248483551,0.3962391647020867,6.0
P3C4+Nigericin / Nigericin,Trimethyl (K),650,19,0.02923076923076923,0.9010977237958864,0.4097799729921252,6.0
P3C4+Nigericin / Nigericin,Formyl,806,19,0.02357320099255583,0.7731773279559648,0.3726559550457109,6.0
P3C4+Nigericin / LPS+Nigericin,Sulfo (STY),949,19,0.020021074815595362,0.8114179438154655,0.4229131585501524,6.0
Unstim / P3C4,HexNAc (ST),336,18,0.05357142857142857,0.8524566757701773,0.41373098163938865,6.0
Unstim / P3C4,Trioxidation (C),387,18,0.046511627906976744,0.7256408601914615,0.3651957593391698,6.0
Unstim / LPS,Carboxymethyl,444,18,0.04054054054054054,0.7630225768853015,0.42147967415189674,6.0
Unstim / LPS,Propionamide,588,18,0.030612244897959183,1.018436301303601,0.41998940756356296,6.0
P3C4 / LPS,Trimethyl (K),619,18,0.029079159935379646,0.9264295161312076,0.4172375362741755,6.0
P3C4+Nigericin / LPS+Nigericin,Dimethyl (KR),1015,18,0.017733990147783252,0.7788610302921976,0.4226678578796136,6.0
LPS / Nigericin,Cysteinyl,136,17,0.125,1.0928432390184728,0.29218244230872015,6.0
P3C4 / P3C4+Nigericin,Phosphoadenosine,166,17,0.10240963855421686,1.2125976783744268,0.3576804806933852,6.0
P3C4 / LPS+Nigericin,Acetyl (K),347,17,0.04899135446685879,1.0400779044623514,0.3644645037665945,6.0
P3C4+Nigericin / Nigericin,Carboxymethyl,463,17,0.0367170626349892,0.750983099957377,0.3398043112332615,6.0
P3C4 / LPS,Carboxy,502,17,0.03386454183266932,0.7597534715101943,0.4223627053738749,6.0
Unstim / LPS,Dioxidation (MW),609,17,0.027914614121510674,0.6569066242678548,0.3893342814413492,6.0
P3C4 / LPS,Methyl (KR),672,17,0.025297619047619048,0.7203563133212199,0.3515731743345617,6.0
Unstim / Nigericin,Cysteinyl,126,16,0.12698412698412698,1.194360941529075,0.36478145193327316,6.0
Unstim / Nigericin,Phosphoadenosine,175,16,0.09142857142857143,0.9169557255931452,0.4073063676279702,6.0
Unstim / P3C4,Myristoyl,351,16,0.045584045584045586,1.1152707733873204,0.4144545062722248,6.0
LPS / LPS+Nigericin,Acetyl (K),351,16,0.045584045584045586,0.8753801050631739,0.4043949560992945,6.0
P3C4+Nigericin / Nigericin,Myristoyl,370,16,0.043243243243243246,0.9542845260465832,0.40721827799347177,6.0
Unstim / P3C4,GlyGly (K),404,16,0.039603960396039604,1.2464252810178875,0.4219430399469456,6.0
LPS / LPS+Nigericin,Myristoyl,424,16,0.03773584905660377,0.8436257121630559,0.4119900600731124,6.0
Unstim / LPS,Carboxy,519,16,0.030828516377649325,0.7887909411924222,0.4109567562937761,6.0
Unstim / P3C4,Trimethyl (K),621,16,0.02576489533011272,0.9607695745317316,0.4213159763955294,6.0
LPS+Nigericin / Nigericin,Formyl,724,16,0.022099447513812154,0.8414979332569084,0.42641683070907876,6.0
Unstim / P3C4+Nigericin,Phosphoadenosine,188,15,0.0797872340425532,1.1170203401661372,0.3645724289123726,6.0
Unstim / P3C4,Oxidation (W),240,15,0.0625,0.5525906185628564,0.33954791649613875,6.0
P3C4+Nigericin / Nigericin,Biotin,296,15,0.05067567567567568,0.8508226505604681,0.353622937256267,6.0
Unstim / LPS+Nigericin,Biotin,306,15,0.049019607843137254,0.9800082228195404,0.38298110657820233,6.0
Unstim / LPS+Nigericin,Oxidation (W),307,15,0.048859934853420196,0.7535895421926704,0.2841302952745242,6.0
LPS / LPS+Nigericin,Biotin,309,15,0.04854368932038835,0.9448830899265672,0.3938653120721174,6.0
P3C4 / LPS+Nigericin,Hex (K),315,15,0.047619047619047616,0.9563265360736112,0.355136198704903,6.0
LPS / LPS+Nigericin,Oxidation (W),326,15,0.046012269938650305,0.6666207138849639,0.3198788576301431,6.0
P3C4 / LPS+Nigericin,HexNAc (ST),394,15,0.03807106598984772,0.9004229756965632,0.3521752723811863,6.0
LPS / LPS+Nigericin,GlyGly (K),455,15,0.03296703296703297,1.0142813501247054,0.4035187852406378,6.0
LPS / LPS+Nigericin,Phospho (STY),474,15,0.03164556962025317,0.8678144412259352,0.3857261842972376,6.0
LPS / LPS+Nigericin,Crotonyl,477,15,0.031446540880503145,0.8079830420549227,0.3638559154636788,6.0
LPS+Nigericin / Nigericin,Carboxy,481,15,0.031185031185031187,0.8784851931648947,0.4227926823739366,5.0
LPS+Nigericin / Nigericin,Nitrosyl,564,15,0.026595744680851064,0.8006756824804243,0.4231310123071492,6.0
P3C4 / P3C4+Nigericin,Cysteinyl,130,14,0.1076923076923077,1.0571782678779578,0.2490256435068959,6.0
P3C4 / LPS,HexNAc (ST),334,14,0.041916167664670656,0.8248810083484976,0.4082042924642165,6.0
LPS+Nigericin / Nigericin,Myristoyl,346,14,0.04046242774566474,0.9988209606286546,0.42241898489430835,6.0
LPS+Nigericin / Nigericin,Crotonyl,400,14,0.035,1.016441467830999,0.4226938823208789,6.0
LPS+Nigericin / Nigericin,Carboxymethyl,415,14,0.033734939759036145,0.8107404117590308,0.4252159381903376,6.0
Unstim / LPS,GlyGly (K),416,14,0.03365384615384615,1.0628692153100325,0.4166473598386531,6.0
P3C4+Nigericin / Nigericin,Trioxidation (C),417,14,0.03357314148681055,0.6962060689715526,0.3328366676592574,6.0
P3C4+Nigericin / Nigericin,Phospho (STY),425,14,0.03294117647058824,0.7581856047545122,0.421078568289953,6.0
LPS+Nigericin / Nigericin,Hydroxymethyl,616,14,0.022727272727272728,0.7817221851855656,0.4337790722263159,6.0
LPS+Nigericin / Nigericin,Carbamylation (KR),905,14,0.015469613259668509,0.8737834703310554,0.4245249923575019,6.0
Unstim / LPS,Acetyl (K),309,13,0.042071197411003236,1.187287185638952,0.4055418697061791,6.0
LPS / LPS+Nigericin,HexNAc (ST),393,13,0.03307888040712468,0.7915163319914572,0.406912234899041,6.0
Unstim / P3C4,Crotonyl,394,13,0.03299492385786802,0.8442660202282197,0.422587977208222,6.0
P3C4 / LPS,Crotonyl,396,13,0.03282828282828283,1.0670288096756697,0.4222094174136334,6.0
LPS+Nigericin / Nigericin,Phospho (STY),414,13,0.03140096618357488,0.8953395526449618,0.4230189332275155,6.0
P3C4 / LPS,GlyGly (K),422,13,0.030805687203791468,1.1156710275036161,0.42088573799526263,6.0
LPS+Nigericin / Nigericin,Propionamide,546,13,0.023809523809523808,0.8220228267331695,0.425050921663207,6.0
LPS+Nigericin / Nigericin,Trimethyl (K),597,13,0.021775544388609715,1.0941392493817732,0.4229700123307455,6.0
P3C4+Nigericin / LPS+Nigericin,Methyl (KR),726,13,0.01790633608815427,0.699788419570605,0.42265295162486416,6.0
Unstim / P3C4+Nigericin,Cysteinyl,127,12,0.09448818897637795,1.2637575147153437,0.3580843397609348,6.0
P3C4 / LPS,Trioxidation (C),375,12,0.032,0.6631353456219858,0.3592268994117179,6.0
P3C4+Nigericin / LPS+Nigericin,Carboxymethyl,482,12,0.024896265560165973,0.832683294578465,0.4220060426910497,6.0
LPS+Nigericin / Nigericin,Methyl (KR),616,12,0.01948051948051948,0.8477367720545159,0.424231641286971,6.0
P3C4 / LPS,Hex (K),282,11,0.03900709219858156,0.8579315887582313,0.422283488655986,6.0
Unstim / LPS,Biotin,285,11,0.03859649122807018,1.0308494780713031,0.4210857658942269,6.0
Unstim / P3C4,Hex (K),300,11,0.03666666666666667,0.8950502035069563,0.4219685648174128,6.0
P3C4 / LPS+Nigericin,Biotin,315,11,0.03492063492063492,0.8244993195399968,0.3966540925446907,6.0
Unstim / LPS+Nigericin,Hex (K),324,11,0.033950617283950615,1.1172176521203974,0.4213412715775,6.0
P3C4+Nigericin / Nigericin,Acetyl (K),329,11,0.03343465045592705,0.9230503117102024,0.4141118464312846,6.0
Unstim / LPS,HexNAc (ST),359,11,0.03064066852367688,0.8062852933162202,0.4040422717464319,6.0
P3C4+Nigericin / Nigericin,HexNAc (ST),367,11,0.02997275204359673,0.7634306001819267,0.4082003139783566,6.0
P3C4+Nigericin / LPS+Nigericin,Trioxidation (C),422,11,0.026066350710900472,0.7271280618741205,0.38174679194899225,6.0
P3C4+Nigericin / LPS,Cysteinyl,136,10,0.07352941176470588,1.0511020068112251,0.3321830611819623,6.0
Unstim / LPS+Nigericin,Phosphoadenosine,168,10,0.05952380952380952,0.9998048527105912,0.417146001573736,6.0
P3C4+Nigericin / Nigericin,Oxidation (W),308,10,0.032467532467532464,0.5734541432827672,0.30298214510197985,6.0
P3C4+Nigericin / Nigericin,Hex (K),316,10,0.03164556962025317,0.9093353779577753,0.4224505629788078,6.0
P3C4+Nigericin / LPS+Nigericin,Acetyl (K),321,10,0.03115264797507788,1.023232967628776,0.4222903743795392,6.0
LPS / LPS+Nigericin,Hex (K),328,10,0.03048780487804878,0.8644749904288904,0.41141257227474526,6.0
Unstim / LPS,Myristoyl,341,10,0.02932551319648094,0.9966900534039628,0.4195624775997252,6.0
P3C4 / LPS,Myristoyl,357,10,0.028011204481792718,1.0058617673521149,0.4083018152238628,6.0
P3C4+Nigericin / LPS+Nigericin,Phospho (STY),426,10,0.023474178403755867,0.9047138258058305,0.4236623375277096,6.0
P3C4+Nigericin / LPS+Nigericin,Propionamide,568,10,0.017605633802816902,0.8710680361078313,0.42368384723317865,6.0
P3C4+Nigericin / LPS+Nigericin,Dioxidation (MW),667,10,0.014992503748125937,0.6591265276987668,0.4315259791092559,6.0
P3C4+Nigericin / LPS,Phosphoadenosine,197,9,0.04568527918781726,0.7847384725508263,0.351406937743729,6.0
P3C4 / LPS,Oxidation (W),216,9,0.041666666666666664,0.497637478154969,0.34991798076276653,6.0
Unstim / LPS,Oxidation (W),244,9,0.036885245901639344,0.5544303127222636,0.32300634112254795,6.0
LPS+Nigericin / Nigericin,Biotin,261,9,0.034482758620689655,0.9719809514445428,0.4231726591922865,6.0
LPS+Nigericin / Nigericin,HexNAc (ST),338,9,0.026627218934911243,0.8974567808678378,0.42278159977699276,6.0
P3C4+Nigericin / LPS+Nigericin,Myristoyl,368,9,0.024456521739130436,0.980866573112041,0.42213359788925664,6.0
P3C4+Nigericin / LPS+Nigericin,GlyGly (K),397,9,0.022670025188916875,1.0806309607649267,0.4238482963261153,6.0
Unstim / LPS,Crotonyl,419,9,0.021479713603818614,0.916391342570819,0.4219943230957031,6.0
Unstim / LPS+Nigericin,HexNAc (ST),428,9,0.02102803738317757,0.8902507674957472,0.39106206877559146,6.0
Unstim / P3C4,Carboxy,493,9,0.018255578093306288,0.880130665896234,0.4200354877408248,6.0
P3C4+Nigericin / LPS+Nigericin,Trimethyl (K),638,9,0.014106583072100314,1.1423212114782944,0.4237208316210185,6.0
P3C4 / Nigericin,Cysteinyl,120,8,0.06666666666666667,1.1525664754756053,0.36505283822020623,6.0
LPS+Nigericin / Nigericin,Phosphoadenosine,131,8,0.061068702290076333,1.0254008982469238,0.4033120738438802,6.0
Unstim / P3C4,Phosphoadenosine,151,8,0.052980132450331126,0.8630152057988247,0.420973507480367,6.0
P3C4 / LPS,Phosphoadenosine,157,8,0.050955414012738856,0.8019735504647537,0.4107502595523247,6.0
P3C4 / LPS,Biotin,261,8,0.03065134099616858,1.004848562455121,0.4221824164248515,6.0
LPS+Nigericin / Nigericin,GlyGly (K),382,8,0.020942408376963352,1.147830757021072,0.423028408796294,6.0
P3C4+Nigericin / Nigericin,Phosphoadenosine,153,7,0.0457516339869281,0.9277910026752526,0.4044620472090356,6.0
LPS / LPS+Nigericin,Phosphoadenosine,188,7,0.03723404255319149,0.764972789712707,0.4216464899511597,6.0
Unstim / P3C4,Biotin,264,7,0.026515151515151516,0.9748591719988173,0.4221819302518047,6.0
P3C4+Nigericin / LPS+Nigericin,Biotin,270,7,0.025925925925925925,0.978764837292615,0.42375553180372866,6.0
Unstim / P3C4,Acetyl (K),296,7,0.02364864864864865,0.9738338894578904,0.4084672225155269,6.0
P3C4+Nigericin / LPS+Nigericin,Cysteinyl,122,6,0.04918032786885246,0.9396311409444714,0.42263612978607124,6.0
P3C4+Nigericin / Nigericin,Cysteinyl,126,6,0.047619047619047616,0.9124319003796395,0.36053332687537254,6.0
P3C4 / LPS,Acetyl (K),281,6,0.021352313167259787,0.8232526726254403,0.4194379810653826,6.0
LPS+Nigericin / Nigericin,Acetyl (K),304,6,0.019736842105263157,0.8594031549349781,0.4237727979863487,6.0
P3C4+Nigericin / LPS+Nigericin,Hex (K),308,6,0.01948051948051948,1.081977987413481,0.4226981959847824,6.0
P3C4+Nigericin / LPS+Nigericin,Oxidation (W),318,6,0.018867924528301886,0.5758507410536331,0.42231610487537885,6.0
LPS+Nigericin / Nigericin,Cysteinyl,110,5,0.045454545454545456,1.0779339295247183,0.4190455608202437,6.0
Unstim / LPS,Cysteinyl,120,5,0.041666666666666664,1.1388738202169517,0.4136710736853437,6.0
Unstim / LPS+Nigericin,Cysteinyl,125,5,0.04,1.1008169831446477,0.4175733259920071,6.0
P3C4 / LPS+Nigericin,Phosphoadenosine,168,5,0.02976190476190476,0.7542451850248316,0.4122542510274554,6.0
P3C4+Nigericin / LPS+Nigericin,Phosphoadenosine,180,5,0.027777777777777776,0.9075087067866336,0.4231888284633414,6.0
Unstim / LPS,Hex (K),293,5,0.017064846416382253,1.283012183641902,0.4219916635836063,6.0
LPS+Nigericin / Nigericin,Trioxidation (C),354,5,0.014124293785310734,0.706922345468407,0.4307426055575123,6.0
P3C4+Nigericin / LPS+Nigericin,Crotonyl,409,5,0.012224938875305624,1.1655474538890602,0.4218086813890647,6.0
LPS / LPS+Nigericin,Cysteinyl,128,4,0.03125,1.2373045139305923,0.3780950110631649,6.0
LPS+Nigericin / Nigericin,Oxidation (W),199,4,0.020100502512562814,0.6622717829253264,0.4561836136498337,6.0
LPS+Nigericin / Nigericin,Hex (K),276,4,0.014492753623188406,0.984545875879753,0.4230550235022213,6.0
P3C4+Nigericin / LPS+Nigericin,HexNAc (ST),343,4,0.011661807580174927,0.9442635373722208,0.4223969616429789,6.0
Unstim / P3C4,Cysteinyl,111,3,0.02702702702702703,1.022131629920163,0.4218475402109019,6.0
Unstim / LPS,Phosphoadenosine,144,3,0.020833333333333332,0.9158378419890676,0.422562332809775,6.0
P3C4 / LPS+Nigericin,Cysteinyl,132,1,0.007575757575757576,1.3296693839450748,0.3787869558321372,6.0
P3C4 / LPS,Cysteinyl,119,0,0.0,0.9449916902874412,0.4219151454320727,6.0
